id,tour_id,content,language,rating,reviewer_name,created_at
182,48,"Mình thích phần festival, giá phù hợp và dịch vụ ổn so với kỳ vọng.",vi,8.1,Thu Hà,2025-08-09 08:00:00
183,48,"Gia đình mình hài lòng với tour Hội An, nhịp đi vừa phải và dễ tham gia.",vi,10.0,Minh Anh,2026-04-09 08:00:00
184,48,"Mình thích phần photography, giá phù hợp và dịch vụ ổn so với kỳ vọng.",vi,9.1,Thu Hà,2025-09-29 08:00:00
185,48,"Đi Hội An khá vui, điểm tham quan đẹp, phù hợp nhóm thích wildlife.",vi,9.5,Quốc Bảo,2026-03-04 08:00:00
186,49,"Gia đình mình hài lòng với tour Phú Quốc, nhịp đi vừa phải và dễ tham gia.",vi,8.8,Quốc Bảo,2026-05-20 08:00:00
187,49,"Tour Phú Quốc lịch trình hợp lý, hướng dẫn viên nhiệt tình, trải nghiệm water_sports rất rõ.",vi,7.4,Gia Huy,2026-04-19 08:00:00
188,49,"Tour Phú Quốc lịch trình hợp lý, hướng dẫn viên nhiệt tình, trải nghiệm relax rất rõ.",vi,6.6,Minh Anh,2026-04-11 08:00:00
189,49,"Tour Phú Quốc lịch trình hợp lý, hướng dẫn viên nhiệt tình, trải nghiệm beach rất rõ.",vi,8.9,Gia Huy,2025-04-29 08:00:00
190,50,"Gia đình mình hài lòng với tour Sa Pa, nhịp đi vừa phải và dễ tham gia.",vi,8.3,Phương Linh,2025-09-21 08:00:00
191,50,"Gia đình mình hài lòng với tour Sa Pa, nhịp đi vừa phải và dễ tham gia.",vi,9.1,Phương Linh,2024-12-27 08:00:00
192,51,"Gia đình mình hài lòng với tour Côn Đảo, nhịp đi vừa phải và dễ tham gia.",vi,7.3,Quốc Bảo,2026-03-26 08:00:00
193,51,"Gia đình mình hài lòng với tour Côn Đảo, nhịp đi vừa phải và dễ tham gia.",vi,8.3,Quốc Bảo,2026-04-16 08:00:00
194,51,"Gia đình mình hài lòng với tour Côn Đảo, nhịp đi vừa phải và dễ tham gia.",vi,7.7,Thu Hà,2026-03-15 08:00:00
195,51,"Gia đình mình hài lòng với tour Côn Đảo, nhịp đi vừa phải và dễ tham gia.",vi,8.8,Phương Linh,2025-05-27 08:00:00
196,51,"Đi Côn Đảo khá vui, điểm tham quan đẹp, phù hợp nhóm thích family.",vi,9.1,Hoàng Nam,2025-12-08 08:00:00
197,51,"Đi Côn Đảo khá vui, điểm tham quan đẹp, phù hợp nhóm thích beach.",vi,7.6,Thu Hà,2025-04-18 08:00:00
198,52,"Mình thích phần adventure, giá phù hợp và dịch vụ ổn so với kỳ vọng.",vi,8.7,Gia Huy,2026-03-28 08:00:00
199,52,"Tour Hội An lịch trình hợp lý, hướng dẫn viên nhiệt tình, trải nghiệm romantic rất rõ.",vi,8.0,Phương Linh,2025-09-11 08:00:00
200,52,"Khách sạn và di chuyển ổn, tour có nhiều hoạt động family, đáng cân nhắc.",vi,7.0,Phương Linh,2025-11-15 08:00:00
201,52,"Đi Hội An khá vui, điểm tham quan đẹp, phù hợp nhóm thích history.",vi,8.0,Quốc Bảo,2026-05-19 08:00:00
202,52,"Khách sạn và di chuyển ổn, tour có nhiều hoạt động romantic, đáng cân nhắc.",vi,8.1,Quốc Bảo,2026-04-16 08:00:00
203,53,"Khách sạn và di chuyển ổn, tour có nhiều hoạt động food, đáng cân nhắc.",vi,9.0,Quốc Bảo,2026-02-03 08:00:00
204,53,"Khách sạn và di chuyển ổn, tour có nhiều hoạt động romantic, đáng cân nhắc.",vi,8.4,Thu Hà,2026-04-13 08:00:00
205,53,"Tour Hội An lịch trình hợp lý, hướng dẫn viên nhiệt tình, trải nghiệm history rất rõ.",vi,8.7,Hoàng Nam,2025-06-07 08:00:00
206,54,"Khách sạn và di chuyển ổn, tour có nhiều hoạt động food, đáng cân nhắc.",vi,6.4,Thu Hà,2025-01-16 08:00:00
207,54,"Tour Đà Nẵng lịch trình hợp lý, hướng dẫn viên nhiệt tình, trải nghiệm photography rất rõ.",vi,6.8,Gia Huy,2026-05-23 08:00:00
208,55,"Mình thích phần spiritual, giá phù hợp và dịch vụ ổn so với kỳ vọng.",vi,6.8,Minh Anh,2025-06-05 08:00:00
209,55,"Đi Sa Pa khá vui, điểm tham quan đẹp, phù hợp nhóm thích culture.",vi,7.8,Phương Linh,2025-02-26 08:00:00
210,55,"Đi Sa Pa khá vui, điểm tham quan đẹp, phù hợp nhóm thích adventure.",vi,8.8,Quốc Bảo,2026-05-09 08:00:00
211,55,"Đi Sa Pa khá vui, điểm tham quan đẹp, phù hợp nhóm thích nature.",vi,8.0,Thu Hà,2025-03-18 08:00:00
212,55,"Đi Sa Pa khá vui, điểm tham quan đẹp, phù hợp nhóm thích family.",vi,7.0,Phương Linh,2025-09-03 08:00:00
213,55,"Tour Sa Pa lịch trình hợp lý, hướng dẫn viên nhiệt tình, trải nghiệm culture rất rõ.",vi,7.8,Thu Hà,2025-09-17 08:00:00
214,56,"Đi Côn Đảo khá vui, điểm tham quan đẹp, phù hợp nhóm thích wildlife.",vi,10.0,Phương Linh,2026-04-28 08:00:00
215,56,"Tour Côn Đảo lịch trình hợp lý, hướng dẫn viên nhiệt tình, trải nghiệm wildlife rất rõ.",vi,10.0,Minh Anh,2026-07-29 08:00:00
216,56,"Đi Côn Đảo khá vui, điểm tham quan đẹp, phù hợp nhóm thích relax.",vi,8.5,Phương Linh,2026-06-29 08:00:00
217,57,"Mình thích phần shopping, giá phù hợp và dịch vụ ổn so với kỳ vọng.",vi,8.9,Thu Hà,2026-08-11 08:00:00
218,57,"Tour Hà Nội lịch trình hợp lý, hướng dẫn viên nhiệt tình, trải nghiệm spiritual rất rõ.",vi,7.3,Hoàng Nam,2025-09-30 08:00:00
219,58,"Đi TP. Hồ Chí Minh khá vui, điểm tham quan đẹp, phù hợp nhóm thích history.",vi,8.1,Quốc Bảo,2025-05-19 08:00:00
220,58,"Tour TP. Hồ Chí Minh lịch trình hợp lý, hướng dẫn viên nhiệt tình, trải nghiệm food rất rõ.",vi,6.9,Minh Anh,2025-10-16 08:00:00
221,58,"Khách sạn và di chuyển ổn, tour có nhiều hoạt động history, đáng cân nhắc.",vi,9.1,Hoàng Nam,2025-08-17 08:00:00
222,58,"Tour TP. Hồ Chí Minh lịch trình hợp lý, hướng dẫn viên nhiệt tình, trải nghiệm history rất rõ.",vi,7.1,Hoàng Nam,2025-07-24 08:00:00
223,58,"Đi TP. Hồ Chí Minh khá vui, điểm tham quan đẹp, phù hợp nhóm thích shopping.",vi,7.5,Minh Anh,2026-03-26 08:00:00
224,59,"Mình thích phần culture, giá phù hợp và dịch vụ ổn so với kỳ vọng.",vi,7.9,Quốc Bảo,2026-01-05 08:00:00
225,59,"Khách sạn và di chuyển ổn, tour có nhiều hoạt động spiritual, đáng cân nhắc.",vi,9.0,Quốc Bảo,2025-01-05 08:00:00
226,59,"Mình thích phần history, giá phù hợp và dịch vụ ổn so với kỳ vọng.",vi,8.1,Thu Hà,2026-03-24 08:00:00
227,59,"Đi Huế khá vui, điểm tham quan đẹp, phù hợp nhóm thích culture.",vi,7.6,Gia Huy,2025-01-03 08:00:00
228,59,"Gia đình mình hài lòng với tour Huế, nhịp đi vừa phải và dễ tham gia.",vi,7.9,Hoàng Nam,2026-01-28 08:00:00
229,60,"Mình thích phần water_sports, giá phù hợp và dịch vụ ổn so với kỳ vọng.",vi,8.3,Quốc Bảo,2025-10-03 08:00:00
230,60,"Đi Hà Nội khá vui, điểm tham quan đẹp, phù hợp nhóm thích city.",vi,10.0,Quốc Bảo,2025-03-27 08:00:00
231,60,"Mình thích phần city, giá phù hợp và dịch vụ ổn so với kỳ vọng.",vi,8.0,Minh Anh,2026-03-01 08:00:00
232,60,"Đi Hà Nội khá vui, điểm tham quan đẹp, phù hợp nhóm thích city.",vi,8.6,Thu Hà,2025-09-08 08:00:00
233,60,"Khách sạn và di chuyển ổn, tour có nhiều hoạt động budget, đáng cân nhắc.",vi,8.7,Phương Linh,2025-05-14 08:00:00
234,61,"Gia đình mình hài lòng với tour Sa Pa, nhịp đi vừa phải và dễ tham gia.",vi,7.3,Gia Huy,2026-06-08 08:00:00
235,61,"Khách sạn và di chuyển ổn, tour có nhiều hoạt động nature, đáng cân nhắc.",vi,7.3,Phương Linh,2025-03-15 08:00:00
236,61,"Mình thích phần adventure, giá phù hợp và dịch vụ ổn so với kỳ vọng.",vi,6.8,Gia Huy,2026-05-25 08:00:00
237,61,"Khách sạn và di chuyển ổn, tour có nhiều hoạt động mountain, đáng cân nhắc.",vi,6.8,Gia Huy,2025-02-13 08:00:00
238,61,"Tour Sa Pa lịch trình hợp lý, hướng dẫn viên nhiệt tình, trải nghiệm adventure rất rõ.",vi,7.0,Gia Huy,2025-05-10 08:00:00
239,62,"Khách sạn và di chuyển ổn, tour có nhiều hoạt động luxury, đáng cân nhắc.",vi,6.2,Phương Linh,2026-08-12 08:00:00
240,62,"Mình thích phần family, giá phù hợp và dịch vụ ổn so với kỳ vọng.",vi,7.8,Gia Huy,2026-04-27 08:00:00
241,62,"Mình thích phần culture, giá phù hợp và dịch vụ ổn so với kỳ vọng.",vi,8.2,Gia Huy,2026-03-06 08:00:00
242,62,"Tour Phú Quốc lịch trình hợp lý, hướng dẫn viên nhiệt tình, trải nghiệm beach rất rõ.",vi,8.1,Gia Huy,2025-02-19 08:00:00
243,63,"Khách sạn và di chuyển ổn, tour có nhiều hoạt động luxury, đáng cân nhắc.",vi,7.2,Thu Hà,2025-02-01 08:00:00
244,63,"Gia đình mình hài lòng với tour Phú Quốc, nhịp đi vừa phải và dễ tham gia.",vi,7.2,Quốc Bảo,2026-07-27 08:00:00
245,63,"Khách sạn và di chuyển ổn, tour có nhiều hoạt động romantic, đáng cân nhắc.",vi,5.2,Gia Huy,2026-01-15 08:00:00
246,63,"Gia đình mình hài lòng với tour Phú Quốc, nhịp đi vừa phải và dễ tham gia.",vi,8.1,Gia Huy,2026-04-04 08:00:00
247,63,"Đi Phú Quốc khá vui, điểm tham quan đẹp, phù hợp nhóm thích luxury.",vi,9.6,Gia Huy,2025-02-28 08:00:00
248,64,"Gia đình mình hài lòng với tour Đà Lạt, nhịp đi vừa phải và dễ tham gia.",vi,9.1,Thu Hà,2025-06-26 08:00:00
249,64,"Mình thích phần relax, giá phù hợp và dịch vụ ổn so với kỳ vọng.",vi,8.0,Quốc Bảo,2026-03-05 08:00:00
250,65,"Khách sạn và di chuyển ổn, tour có nhiều hoạt động nature, đáng cân nhắc.",vi,9.0,Minh Anh,2026-07-27 08:00:00
251,65,"Đi Sa Pa khá vui, điểm tham quan đẹp, phù hợp nhóm thích nature.",vi,7.1,Hoàng Nam,2026-02-22 08:00:00
252,65,"Gia đình mình hài lòng với tour Sa Pa, nhịp đi vừa phải và dễ tham gia.",vi,9.2,Phương Linh,2025-08-18 08:00:00
253,66,"Gia đình mình hài lòng với tour Nha Trang, nhịp đi vừa phải và dễ tham gia.",vi,8.1,Thu Hà,2026-03-17 08:00:00
254,66,"Đi Nha Trang khá vui, điểm tham quan đẹp, phù hợp nhóm thích city.",vi,8.4,Gia Huy,2025-09-07 08:00:00
255,67,"Đi Huế khá vui, điểm tham quan đẹp, phù hợp nhóm thích history.",vi,10.0,Minh Anh,2025-03-27 08:00:00
256,67,"Đi Huế khá vui, điểm tham quan đẹp, phù hợp nhóm thích culture.",vi,10.0,Minh Anh,2025-07-11 08:00:00
257,67,"Tour Huế lịch trình hợp lý, hướng dẫn viên nhiệt tình, trải nghiệm spiritual rất rõ.",vi,9.1,Thu Hà,2025-11-09 08:00:00
258,68,"Mình thích phần spiritual, giá phù hợp và dịch vụ ổn so với kỳ vọng.",vi,10.0,Quốc Bảo,2026-03-19 08:00:00
259,68,"Mình thích phần family, giá phù hợp và dịch vụ ổn so với kỳ vọng.",vi,10.0,Hoàng Nam,2025-06-06 08:00:00
260,68,"Mình thích phần family, giá phù hợp và dịch vụ ổn so với kỳ vọng.",vi,10.0,Thu Hà,2025-05-29 08:00:00
261,68,"Mình thích phần beach, giá phù hợp và dịch vụ ổn so với kỳ vọng.",vi,8.8,Quốc Bảo,2026-06-27 08:00:00
262,68,"Gia đình mình hài lòng với tour Nha Trang, nhịp đi vừa phải và dễ tham gia.",vi,10.0,Hoàng Nam,2025-01-29 08:00:00
263,68,"Gia đình mình hài lòng với tour Nha Trang, nhịp đi vừa phải và dễ tham gia.",vi,10.0,Quốc Bảo,2025-01-29 08:00:00
264,69,"Khách sạn và di chuyển ổn, tour có nhiều hoạt động romantic, đáng cân nhắc.",vi,7.3,Minh Anh,2026-04-02 08:00:00
265,69,"Đi Hội An khá vui, điểm tham quan đẹp, phù hợp nhóm thích food.",vi,7.1,Quốc Bảo,2025-06-20 08:00:00
266,69,"Tour Hội An lịch trình hợp lý, hướng dẫn viên nhiệt tình, trải nghiệm food rất rõ.",vi,8.1,Quốc Bảo,2025-05-30 08:00:00
267,69,"Tour Hội An lịch trình hợp lý, hướng dẫn viên nhiệt tình, trải nghiệm food rất rõ.",vi,8.0,Minh Anh,2026-01-16 08:00:00
268,69,"Khách sạn và di chuyển ổn, tour có nhiều hoạt động food, đáng cân nhắc.",vi,8.2,Gia Huy,2025-04-22 08:00:00
269,69,"Mình thích phần culture, giá phù hợp và dịch vụ ổn so với kỳ vọng.",vi,7.6,Phương Linh,2025-12-12 08:00:00
270,70,"Đi TP. Hồ Chí Minh khá vui, điểm tham quan đẹp, phù hợp nhóm thích city.",vi,9.2,Thu Hà,2025-02-01 08:00:00
271,70,"Gia đình mình hài lòng với tour TP. Hồ Chí Minh, nhịp đi vừa phải và dễ tham gia.",vi,8.9,Phương Linh,2025-05-26 08:00:00
272,70,"Mình thích phần food, giá phù hợp và dịch vụ ổn so với kỳ vọng.",vi,8.5,Quốc Bảo,2025-02-25 08:00:00
273,70,"Đi TP. Hồ Chí Minh khá vui, điểm tham quan đẹp, phù hợp nhóm thích luxury.",vi,9.0,Phương Linh,2025-03-13 08:00:00
274,70,"Tour TP. Hồ Chí Minh lịch trình hợp lý, hướng dẫn viên nhiệt tình, trải nghiệm nightlife rất rõ.",vi,8.6,Hoàng Nam,2025-11-06 08:00:00
275,70,"Gia đình mình hài lòng với tour TP. Hồ Chí Minh, nhịp đi vừa phải và dễ tham gia.",vi,8.2,Quốc Bảo,2026-07-16 08:00:00
276,71,"Khách sạn và di chuyển ổn, tour có nhiều hoạt động wildlife, đáng cân nhắc.",vi,10.0,Phương Linh,2025-05-21 08:00:00
277,71,"Gia đình mình hài lòng với tour TP. Hồ Chí Minh, nhịp đi vừa phải và dễ tham gia.",vi,8.8,Minh Anh,2025-03-05 08:00:00
278,71,"Tour TP. Hồ Chí Minh lịch trình hợp lý, hướng dẫn viên nhiệt tình, trải nghiệm history rất rõ.",vi,10.0,Minh Anh,2025-03-21 08:00:00
279,72,"Khách sạn và di chuyển ổn, tour có nhiều hoạt động food, đáng cân nhắc.",vi,8.7,Gia Huy,2025-07-15 08:00:00
280,72,"Mình thích phần family, giá phù hợp và dịch vụ ổn so với kỳ vọng.",vi,9.3,Thu Hà,2025-02-11 08:00:00
281,72,"Đi Đà Lạt khá vui, điểm tham quan đẹp, phù hợp nhóm thích food.",vi,8.7,Minh Anh,2026-03-09 08:00:00
282,73,"Đi Đà Lạt khá vui, điểm tham quan đẹp, phù hợp nhóm thích food.",vi,8.1,Gia Huy,2026-02-21 08:00:00
283,73,"Khách sạn và di chuyển ổn, tour có nhiều hoạt động mountain, đáng cân nhắc.",vi,8.1,Phương Linh,2026-08-05 08:00:00
284,73,"Mình thích phần mountain, giá phù hợp và dịch vụ ổn so với kỳ vọng.",vi,8.1,Quốc Bảo,2025-04-23 08:00:00
285,73,"Gia đình mình hài lòng với tour Đà Lạt, nhịp đi vừa phải và dễ tham gia.",vi,9.0,Quốc Bảo,2025-08-13 08:00:00
286,73,"Khách sạn và di chuyển ổn, tour có nhiều hoạt động food, đáng cân nhắc.",vi,9.3,Gia Huy,2025-06-21 08:00:00
287,73,"Tour Đà Lạt lịch trình hợp lý, hướng dẫn viên nhiệt tình, trải nghiệm food rất rõ.",vi,8.1,Gia Huy,2026-05-14 08:00:00
288,74,"Mình thích phần beach, giá phù hợp và dịch vụ ổn so với kỳ vọng.",vi,8.5,Hoàng Nam,2026-02-19 08:00:00
289,74,"Gia đình mình hài lòng với tour Nha Trang, nhịp đi vừa phải và dễ tham gia.",vi,8.9,Thu Hà,2025-07-17 08:00:00
290,75,"Khách sạn và di chuyển ổn, tour có nhiều hoạt động luxury, đáng cân nhắc.",vi,9.5,Gia Huy,2026-04-12 08:00:00
291,75,"Gia đình mình hài lòng với tour Phú Quốc, nhịp đi vừa phải và dễ tham gia.",vi,8.1,Quốc Bảo,2026-08-05 08:00:00
292,76,"Gia đình mình hài lòng với tour Đà Lạt, nhịp đi vừa phải và dễ tham gia.",vi,9.3,Hoàng Nam,2026-05-07 08:00:00
293,76,"Gia đình mình hài lòng với tour Đà Lạt, nhịp đi vừa phải và dễ tham gia.",vi,7.1,Minh Anh,2025-01-04 08:00:00
294,77,"Tour Sa Pa lịch trình hợp lý, hướng dẫn viên nhiệt tình, trải nghiệm adventure rất rõ.",vi,9.6,Hoàng Nam,2026-03-06 08:00:00
295,77,"Gia đình mình hài lòng với tour Sa Pa, nhịp đi vừa phải và dễ tham gia.",vi,8.5,Thu Hà,2026-01-26 08:00:00
296,77,"Khách sạn và di chuyển ổn, tour có nhiều hoạt động photography, đáng cân nhắc.",vi,10.0,Phương Linh,2025-04-15 08:00:00
297,77,"Gia đình mình hài lòng với tour Sa Pa, nhịp đi vừa phải và dễ tham gia.",vi,8.0,Hoàng Nam,2025-12-05 08:00:00
298,78,"Khách sạn và di chuyển ổn, tour có nhiều hoạt động culture, đáng cân nhắc.",vi,9.5,Thu Hà,2025-02-08 08:00:00
299,78,"Tour Hà Nội lịch trình hợp lý, hướng dẫn viên nhiệt tình, trải nghiệm culture rất rõ.",vi,9.7,Thu Hà,2026-04-13 08:00:00
300,78,"Mình thích phần history, giá phù hợp và dịch vụ ổn so với kỳ vọng.",vi,7.6,Minh Anh,2026-01-08 08:00:00
301,79,"Tour Côn Đảo lịch trình hợp lý, hướng dẫn viên nhiệt tình, trải nghiệm nature rất rõ.",vi,10.0,Phương Linh,2025-02-24 08:00:00
302,79,"Khách sạn và di chuyển ổn, tour có nhiều hoạt động beach, đáng cân nhắc.",vi,9.5,Phương Linh,2025-07-19 08:00:00
303,80,"Tour Hà Nội lịch trình hợp lý, hướng dẫn viên nhiệt tình, trải nghiệm shopping rất rõ.",vi,10.0,Phương Linh,2026-03-24 08:00:00
304,80,"Đi Hà Nội khá vui, điểm tham quan đẹp, phù hợp nhóm thích spiritual.",vi,9.7,Phương Linh,2026-08-11 08:00:00
305,80,"Gia đình mình hài lòng với tour Hà Nội, nhịp đi vừa phải và dễ tham gia.",vi,10.0,Quốc Bảo,2026-05-27 08:00:00
306,80,"Mình thích phần shopping, giá phù hợp và dịch vụ ổn so với kỳ vọng.",vi,9.7,Thu Hà,2026-05-21 08:00:00
307,80,"Khách sạn và di chuyển ổn, tour có nhiều hoạt động culture, đáng cân nhắc.",vi,9.5,Phương Linh,2025-10-23 08:00:00
308,80,"Đi Hà Nội khá vui, điểm tham quan đẹp, phù hợp nhóm thích food.",vi,9.1,Minh Anh,2026-04-20 08:00:00
309,81,"Mình thích phần food, giá phù hợp và dịch vụ ổn so với kỳ vọng.",vi,8.8,Gia Huy,2025-12-24 08:00:00
310,81,"Khách sạn và di chuyển ổn, tour có nhiều hoạt động shopping, đáng cân nhắc.",vi,10.0,Minh Anh,2025-12-22 08:00:00
311,81,"Tour Hà Nội lịch trình hợp lý, hướng dẫn viên nhiệt tình, trải nghiệm shopping rất rõ.",vi,9.3,Thu Hà,2025-11-30 08:00:00
312,81,"Mình thích phần history, giá phù hợp và dịch vụ ổn so với kỳ vọng.",vi,9.5,Thu Hà,2025-02-12 08:00:00
313,81,"Đi Hà Nội khá vui, điểm tham quan đẹp, phù hợp nhóm thích shopping.",vi,9.8,Gia Huy,2025-05-16 08:00:00
314,82,"Gia đình mình hài lòng với tour Hội An, nhịp đi vừa phải và dễ tham gia.",vi,8.4,Quốc Bảo,2026-02-01 08:00:00
315,82,"Khách sạn và di chuyển ổn, tour có nhiều hoạt động mountain, đáng cân nhắc.",vi,9.0,Thu Hà,2025-06-29 08:00:00
316,82,"Khách sạn và di chuyển ổn, tour có nhiều hoạt động budget, đáng cân nhắc.",vi,7.8,Gia Huy,2025-03-09 08:00:00
317,82,"Đi Hội An khá vui, điểm tham quan đẹp, phù hợp nhóm thích photography.",vi,8.1,Hoàng Nam,2025-12-07 08:00:00
318,82,"Khách sạn và di chuyển ổn, tour có nhiều hoạt động romantic, đáng cân nhắc.",vi,8.9,Minh Anh,2025-01-15 08:00:00
319,82,"Tour Hội An lịch trình hợp lý, hướng dẫn viên nhiệt tình, trải nghiệm culture rất rõ.",vi,9.2,Quốc Bảo,2025-04-29 08:00:00
320,83,"Khách sạn và di chuyển ổn, tour có nhiều hoạt động beach, đáng cân nhắc.",vi,9.1,Minh Anh,2025-07-09 08:00:00
321,83,"Tour Phú Quốc lịch trình hợp lý, hướng dẫn viên nhiệt tình, trải nghiệm relax rất rõ.",vi,10.0,Thu Hà,2025-04-24 08:00:00
322,83,"Mình thích phần shopping, giá phù hợp và dịch vụ ổn so với kỳ vọng.",vi,9.9,Minh Anh,2025-01-26 08:00:00
323,83,"Đi Phú Quốc khá vui, điểm tham quan đẹp, phù hợp nhóm thích beach.",vi,8.4,Hoàng Nam,2024-12-27 08:00:00
324,83,"Tour Phú Quốc lịch trình hợp lý, hướng dẫn viên nhiệt tình, trải nghiệm relax rất rõ.",vi,9.6,Hoàng Nam,2026-04-24 08:00:00
325,83,"Khách sạn và di chuyển ổn, tour có nhiều hoạt động beach, đáng cân nhắc.",vi,9.5,Minh Anh,2026-03-29 08:00:00
326,84,"Mình thích phần spiritual, giá phù hợp và dịch vụ ổn so với kỳ vọng.",vi,8.9,Phương Linh,2025-09-21 08:00:00
327,84,"Khách sạn và di chuyển ổn, tour có nhiều hoạt động nightlife, đáng cân nhắc.",vi,10.0,Gia Huy,2026-01-04 08:00:00
328,84,"Mình thích phần city, giá phù hợp và dịch vụ ổn so với kỳ vọng.",vi,9.0,Minh Anh,2026-02-11 08:00:00
329,84,"Đi TP. Hồ Chí Minh khá vui, điểm tham quan đẹp, phù hợp nhóm thích history.",vi,7.4,Gia Huy,2025-06-21 08:00:00
330,85,"Mình thích phần relax, giá phù hợp và dịch vụ ổn so với kỳ vọng.",vi,9.2,Gia Huy,2025-09-09 08:00:00
331,85,"Gia đình mình hài lòng với tour Côn Đảo, nhịp đi vừa phải và dễ tham gia.",vi,9.8,Minh Anh,2026-03-04 08:00:00
332,85,"Tour Côn Đảo lịch trình hợp lý, hướng dẫn viên nhiệt tình, trải nghiệm family rất rõ.",vi,9.4,Phương Linh,2025-03-13 08:00:00
333,85,"Gia đình mình hài lòng với tour Côn Đảo, nhịp đi vừa phải và dễ tham gia.",vi,9.3,Quốc Bảo,2026-01-09 08:00:00
334,86,"Mình thích phần relax, giá phù hợp và dịch vụ ổn so với kỳ vọng.",vi,9.2,Thu Hà,2025-07-12 08:00:00
335,86,"Tour Hạ Long lịch trình hợp lý, hướng dẫn viên nhiệt tình, trải nghiệm wildlife rất rõ.",vi,10.0,Minh Anh,2026-06-07 08:00:00
336,86,"Gia đình mình hài lòng với tour Hạ Long, nhịp đi vừa phải và dễ tham gia.",vi,10.0,Gia Huy,2025-08-16 08:00:00
337,86,"Đi Hạ Long khá vui, điểm tham quan đẹp, phù hợp nhóm thích photography.",vi,7.7,Gia Huy,2026-07-14 08:00:00
338,87,"Gia đình mình hài lòng với tour Đà Nẵng, nhịp đi vừa phải và dễ tham gia.",vi,8.8,Minh Anh,2025-12-05 08:00:00
339,87,"Tour Đà Nẵng lịch trình hợp lý, hướng dẫn viên nhiệt tình, trải nghiệm family rất rõ.",vi,7.0,Thu Hà,2026-08-04 08:00:00
340,88,"Khách sạn và di chuyển ổn, tour có nhiều hoạt động culture, đáng cân nhắc.",vi,9.4,Hoàng Nam,2026-05-22 08:00:00
341,88,"Gia đình mình hài lòng với tour Sa Pa, nhịp đi vừa phải và dễ tham gia.",vi,8.2,Hoàng Nam,2026-01-08 08:00:00
342,89,"Đi Sa Pa khá vui, điểm tham quan đẹp, phù hợp nhóm thích city.",vi,7.9,Gia Huy,2025-01-07 08:00:00
343,89,"Đi Sa Pa khá vui, điểm tham quan đẹp, phù hợp nhóm thích mountain.",vi,7.2,Gia Huy,2025-02-10 08:00:00
344,89,"Khách sạn và di chuyển ổn, tour có nhiều hoạt động culture, đáng cân nhắc.",vi,10.0,Minh Anh,2025-07-14 08:00:00
345,89,"Tour Sa Pa lịch trình hợp lý, hướng dẫn viên nhiệt tình, trải nghiệm water_sports rất rõ.",vi,7.8,Thu Hà,2026-06-27 08:00:00
346,90,"Đi TP. Hồ Chí Minh khá vui, điểm tham quan đẹp, phù hợp nhóm thích nightlife.",vi,10.0,Gia Huy,2025-03-21 08:00:00
347,90,"Khách sạn và di chuyển ổn, tour có nhiều hoạt động nightlife, đáng cân nhắc.",vi,8.9,Hoàng Nam,2025-04-25 08:00:00
348,90,"Tour TP. Hồ Chí Minh lịch trình hợp lý, hướng dẫn viên nhiệt tình, trải nghiệm history rất rõ.",vi,9.4,Minh Anh,2025-12-10 08:00:00
349,90,"Mình thích phần adventure, giá phù hợp và dịch vụ ổn so với kỳ vọng.",vi,9.5,Minh Anh,2025-07-27 08:00:00
350,90,"Gia đình mình hài lòng với tour TP. Hồ Chí Minh, nhịp đi vừa phải và dễ tham gia.",vi,7.5,Quốc Bảo,2026-02-13 08:00:00
351,90,"Tour TP. Hồ Chí Minh lịch trình hợp lý, hướng dẫn viên nhiệt tình, trải nghiệm adventure rất rõ.",vi,9.8,Phương Linh,2025-10-10 08:00:00
352,91,"Gia đình mình hài lòng với tour Phú Quốc, nhịp đi vừa phải và dễ tham gia.",vi,9.8,Hoàng Nam,2025-08-30 08:00:00
353,91,"Tour Phú Quốc lịch trình hợp lý, hướng dẫn viên nhiệt tình, trải nghiệm shopping rất rõ.",vi,8.9,Hoàng Nam,2025-09-17 08:00:00
354,92,"Khách sạn và di chuyển ổn, tour có nhiều hoạt động wildlife, đáng cân nhắc.",vi,8.6,Phương Linh,2025-03-10 08:00:00
355,92,"Gia đình mình hài lòng với tour TP. Hồ Chí Minh, nhịp đi vừa phải và dễ tham gia.",vi,8.9,Thu Hà,2025-07-04 08:00:00
356,92,"Mình thích phần nightlife, giá phù hợp và dịch vụ ổn so với kỳ vọng.",vi,8.4,Thu Hà,2025-05-13 08:00:00
357,92,"Mình thích phần food, giá phù hợp và dịch vụ ổn so với kỳ vọng.",vi,6.9,Hoàng Nam,2026-05-22 08:00:00
358,92,"Mình thích phần food, giá phù hợp và dịch vụ ổn so với kỳ vọng.",vi,7.3,Quốc Bảo,2024-12-24 08:00:00
359,92,"Mình thích phần history, giá phù hợp và dịch vụ ổn so với kỳ vọng.",vi,6.0,Phương Linh,2025-07-09 08:00:00
360,93,"Tour Sa Pa lịch trình hợp lý, hướng dẫn viên nhiệt tình, trải nghiệm photography rất rõ.",vi,9.3,Hoàng Nam,2025-01-21 08:00:00
361,93,"Khách sạn và di chuyển ổn, tour có nhiều hoạt động festival, đáng cân nhắc.",vi,8.8,Thu Hà,2025-09-11 08:00:00
362,93,"Gia đình mình hài lòng với tour Sa Pa, nhịp đi vừa phải và dễ tham gia.",vi,9.9,Hoàng Nam,2025-03-17 08:00:00
363,94,"Gia đình mình hài lòng với tour Hà Nội, nhịp đi vừa phải và dễ tham gia.",vi,9.8,Phương Linh,2024-12-24 08:00:00
